datetime,Consumption (kWh),temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,icon
2023-11-10 21:00:00,0.18,3.9,0.4,2.4,89.93,0.0,0.0,20.7,15.2,271.0,1002.9,33.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-10 22:00:00,0.2,4.0,1.0,2.8,92.2,0.0,0.0,17.4,12.1,288.0,1003.2,33.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-10 23:00:00,0.16,4.0,1.2,3.3,95.01,0.0,0.0,17.8,11.4,265.0,1003.4,50.6,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 00:00:00,0.44,4.0,1.0,3.4,95.61,0.035,100.0,17.7,12.5,259.0,1003.7,48.5,0.0,0.0,0.0,rain
2023-11-11 01:00:00,0.15,4.2,1.5,3.5,95.28,0.07,100.0,18.2,10.9,296.0,1003.7,33.4,0.0,0.0,0.0,rain
2023-11-11 02:00:00,0.15,4.1,1.1,3.6,96.78,0.034,100.0,17.9,12.2,286.0,1004.3,33.4,0.0,0.0,0.0,rain
2023-11-11 03:00:00,0.43,3.4,0.7,2.9,96.49,0.0,0.0,15.2,10.6,318.0,1004.9,41.9,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 04:00:00,0.15,3.7,0.4,3.0,95.32,0.0,0.0,18.6,13.6,301.0,1005.1,44.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 05:00:00,0.15,3.4,0.6,2.7,95.36,0.0,0.0,15.9,10.6,286.0,1005.5,33.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 06:00:00,0.14,2.9,-0.5,2.3,95.67,0.0,0.0,17.9,13.0,300.0,1006.0,31.8,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 07:00:00,0.15,2.8,-0.2,1.8,92.51,0.0,0.0,16.1,11.5,320.0,1006.7,14.4,0.0,0.0,0.0,clear-night
2023-11-11 08:00:00,0.14,2.8,0.0,1.6,91.93,0.0,0.0,14.5,10.0,334.0,1007.2,11.2,60.0,0.2,1.0,clear-day
2023-11-11 09:00:00,0.48,3.8,1.1,2.4,90.11,0.018,100.0,14.5,11.0,339.0,1007.3,0.0,183.0,0.7,2.0,rain
2023-11-11 10:00:00,0.46,5.8,3.9,3.5,85.05,0.0,0.0,11.8,8.8,282.0,1007.6,0.0,272.0,1.0,3.0,clear-day
2023-11-11 11:00:00,0.75,7.0,5.3,3.6,78.92,0.0,0.0,13.6,8.8,276.0,1008.0,0.0,343.0,1.2,3.0,clear-day
2023-11-11 12:00:00,0.35,7.9,6.5,4.0,76.07,0.0,0.0,14.0,8.2,289.0,1007.9,3.2,222.0,0.8,2.0,clear-day
2023-11-11 13:00:00,0.5,8.4,7.3,3.6,71.63,0.0,0.0,13.7,7.3,316.0,1007.5,0.0,412.0,1.5,4.0,clear-day
2023-11-11 14:00:00,0.16,8.4,8.4,3.5,71.35,0.0,0.0,6.3,4.1,325.0,1007.5,0.0,70.0,0.3,1.0,clear-day
2023-11-11 15:00:00,0.16,8.1,8.1,3.4,72.08,0.0,0.0,5.4,2.9,31.0,1007.1,10.3,96.0,0.3,1.0,clear-day
2023-11-11 16:00:00,0.14,6.9,6.9,2.8,75.16,0.0,0.0,3.8,2.9,77.0,1007.0,0.0,7.0,0.0,0.0,clear-day
2023-11-11 17:00:00,0.16,5.3,5.3,2.9,84.63,0.0,0.0,5.2,3.3,177.0,1007.5,26.8,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 18:00:00,0.64,4.7,4.7,2.6,86.12,0.0,0.0,5.1,3.1,146.0,1007.3,29.8,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 19:00:00,0.91,4.7,3.3,3.1,89.08,0.0,0.0,8.3,6.4,91.0,1006.8,64.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 20:00:00,0.44,4.8,2.6,3.1,88.57,0.0,0.0,12.0,9.3,99.0,1006.3,51.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 21:00:00,0.9,4.8,2.2,3.4,90.63,0.0,0.0,14.4,11.1,103.0,1005.8,51.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 22:00:00,0.15,4.3,1.2,3.0,91.04,0.0,0.0,17.2,13.3,105.0,1005.4,20.6,0.0,0.0,0.0,partly-cloudy-night
2023-11-11 23:00:00,0.47,3.3,0.3,2.5,94.37,0.0,0.0,15.6,11.9,93.0,1005.0,18.5,0.0,0.0,0.0,clear-night
2023-11-12 00:00:00,0.14,2.9,-0.3,2.3,96.33,0.0,0.0,14.5,11.7,102.0,1004.8,20.6,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 01:00:00,0.14,3.0,-0.1,2.7,97.55,0.0,0.0,15.8,11.7,105.0,1004.7,48.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 02:00:00,0.13,2.9,-0.6,2.7,98.42,0.0,0.0,17.1,13.9,108.0,1004.2,30.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 03:00:00,0.14,2.9,-0.1,2.8,98.86,0.0,0.0,17.3,11.5,95.0,1004.1,30.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 04:00:00,0.14,3.1,-0.3,3.0,98.99,0.0,0.0,18.6,13.6,98.0,1003.9,73.8,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 05:00:00,0.13,2.8,-0.3,2.7,99.39,0.0,0.0,16.0,11.5,105.0,1003.6,81.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 06:00:00,0.14,2.9,-0.9,2.8,99.6,0.034,100.0,19.0,15.2,111.0,1003.4,88.3,0.0,0.0,0.0,rain
2023-11-12 07:00:00,0.14,3.0,-0.3,3.0,99.54,0.0,0.0,17.8,13.2,108.0,1003.4,100.0,0.0,0.0,0.0,cloudy
2023-11-12 08:00:00,0.14,3.4,0.0,3.2,99.07,0.0,0.0,19.9,13.5,108.0,1003.7,100.0,19.0,0.1,0.0,cloudy
2023-11-12 09:00:00,0.48,3.6,-0.2,3.4,98.67,0.0,0.0,22.2,16.2,114.0,1004.0,100.0,53.0,0.2,1.0,cloudy
2023-11-12 10:00:00,0.14,4.0,0.4,3.8,98.38,0.035,100.0,21.9,16.0,123.0,1004.3,100.0,69.0,0.2,1.0,rain
2023-11-12 11:00:00,0.14,4.3,0.3,4.1,98.96,0.248,100.0,25.3,19.0,121.0,1003.9,100.0,94.0,0.3,1.0,rain
2023-11-12 12:00:00,0.14,4.5,0.6,4.4,99.12,0.052,100.0,25.1,18.8,124.0,1003.2,100.0,84.0,0.3,1.0,rain
2023-11-12 13:00:00,0.13,4.8,1.3,4.6,98.47,0.144,100.0,22.3,16.1,125.0,1002.8,100.0,53.0,0.2,1.0,rain
2023-11-12 14:00:00,0.15,5.1,1.2,4.8,97.87,0.425,100.0,27.4,20.0,123.0,1002.5,100.0,54.0,0.2,1.0,rain
2023-11-12 15:00:00,0.15,5.3,1.1,5.0,97.99,0.465,100.0,31.6,23.1,130.0,1001.8,96.9,44.0,0.2,0.0,rain
2023-11-12 16:00:00,0.44,5.4,1.2,5.2,98.29,0.207,100.0,33.1,24.1,131.0,1001.7,100.0,0.0,0.0,0.0,rain
2023-11-12 17:00:00,0.81,5.6,1.5,5.4,98.81,0.381,100.0,30.8,22.6,134.0,1001.4,100.0,0.0,0.0,0.0,rain
2023-11-12 18:00:00,0.16,5.8,1.9,5.8,99.38,0.538,100.0,31.9,22.5,144.0,1001.6,100.0,0.0,0.0,0.0,rain
2023-11-12 19:00:00,0.09,6.1,2.6,6.0,99.26,0.61,100.0,27.0,19.2,157.0,1001.7,100.0,0.0,0.0,0.0,rain
2023-11-12 20:00:00,1.56,6.5,3.7,6.4,99.17,0.429,100.0,21.0,14.5,158.0,1001.8,100.0,0.0,0.0,0.0,rain
2023-11-12 21:00:00,0.91,6.9,4.6,6.8,99.39,0.0,0.0,17.3,11.9,180.0,1002.0,93.3,0.0,0.0,0.0,cloudy
2023-11-12 22:00:00,0.02,7.2,5.1,7.1,99.33,0.0,0.0,18.2,11.1,188.0,1001.4,84.9,0.0,0.0,0.0,partly-cloudy-night
2023-11-12 23:00:00,0.02,7.3,5.2,7.2,99.14,0.0,0.0,18.1,11.3,203.0,1001.2,100.0,0.0,0.0,0.0,cloudy
2023-11-13 00:00:00,0.01,7.2,5.1,7.0,99.23,0.0,0.0,15.0,10.6,187.0,1000.8,100.0,0.0,0.0,0.0,cloudy
2023-11-13 01:00:00,0.02,7.9,5.5,7.7,98.76,0.0,0.0,18.5,13.5,167.0,1000.2,100.0,0.0,0.0,0.0,cloudy
2023-11-13 02:00:00,0.34,7.8,5.5,7.3,96.65,0.09,100.0,20.2,13.1,174.0,999.2,100.0,0.0,0.0,0.0,rain
2023-11-13 03:00:00,0.01,7.8,5.0,7.3,96.91,0.035,100.0,23.8,16.4,144.0,997.9,100.0,0.0,0.0,0.0,rain
2023-11-13 04:00:00,0.02,8.0,4.8,7.8,98.64,0.48,100.0,30.6,21.0,156.0,996.3,100.0,0.0,0.0,0.0,rain
2023-11-13 05:00:00,0.34,7.9,4.2,7.8,98.7,0.7,100.0,36.4,26.1,143.0,993.8,100.0,0.0,0.0,0.0,rain
2023-11-13 06:00:00,0.02,7.9,3.4,7.4,96.83,0.482,100.0,53.1,36.1,141.0,991.4,100.0,0.0,0.0,0.0,rain
2023-11-13 07:00:00,0.29,7.7,2.9,7.4,97.81,0.577,100.0,55.5,39.7,137.0,988.7,100.0,0.0,0.0,0.0,rain
2023-11-13 08:00:00,0.02,8.4,4.4,8.1,98.15,1.006,100.0,46.0,31.6,163.0,987.7,100.0,5.0,0.0,0.0,rain
2023-11-13 09:00:00,0.03,10.2,10.2,9.5,95.51,0.699,100.0,35.0,20.5,212.0,987.4,84.9,132.0,0.5,1.0,rain
2023-11-13 10:00:00,0.33,10.9,10.9,7.0,76.87,0.0,0.0,63.2,37.9,239.0,987.6,76.3,255.0,0.9,3.0,partly-cloudy-day
2023-11-13 11:00:00,0.01,10.7,10.7,6.7,75.9,0.0,0.0,63.9,40.8,239.0,987.9,93.3,364.0,1.3,4.0,cloudy
2023-11-13 12:00:00,0.32,10.8,10.8,5.9,71.56,0.023,100.0,72.5,46.5,239.0,987.9,81.5,366.0,1.3,4.0,rain
2023-11-13 13:00:00,0.06,10.7,10.7,5.8,71.54,0.0,0.0,71.4,45.6,240.0,987.9,100.0,263.0,0.9,3.0,cloudy
2023-11-13 14:00:00,0.05,10.5,10.5,5.8,73.06,0.045,100.0,78.9,49.2,242.0,988.3,96.9,99.0,0.4,1.0,rain
2023-11-13 15:00:00,0.05,10.7,10.7,5.5,70.51,0.339,100.0,87.2,52.9,250.0,989.1,100.0,58.0,0.2,1.0,rain
2023-11-13 16:00:00,1.55,10.0,10.0,6.0,75.98,0.452,100.0,74.3,48.9,261.0,990.4,96.9,45.0,0.2,0.0,rain
2023-11-13 17:00:00,0.28,9.6,5.1,6.6,81.77,0.383,100.0,79.2,46.2,261.0,991.7,46.4,0.0,0.0,0.0,rain
2023-11-13 18:00:00,0.99,9.8,5.6,6.9,81.97,0.361,100.0,69.5,43.7,261.0,992.6,57.4,0.0,0.0,0.0,rain
2023-11-13 19:00:00,0.12,10.0,10.0,7.1,82.27,0.429,100.0,64.4,40.7,258.0,993.9,98.3,0.0,0.0,0.0,rain
2023-11-13 20:00:00,0.07,9.7,5.6,7.4,85.89,0.205,100.0,57.3,39.5,263.0,994.8,69.0,0.0,0.0,0.0,rain
2023-11-13 21:00:00,0.07,9.3,5.2,8.0,91.6,1.493,100.0,59.0,35.9,267.0,995.7,63.8,0.0,0.0,0.0,rain
2023-11-13 22:00:00,0.06,9.5,5.8,8.2,91.77,1.465,100.0,47.3,31.1,262.0,996.3,96.8,0.0,0.0,0.0,rain
2023-11-13 23:00:00,0.05,9.5,6.0,8.1,90.97,0.52,100.0,45.2,28.6,258.0,996.9,65.1,0.0,0.0,0.0,rain
2023-11-14 00:00:00,0.05,9.4,6.0,7.9,90.37,0.383,100.0,43.0,27.0,254.0,997.5,67.8,0.0,0.0,0.0,rain
2023-11-14 01:00:00,0.05,9.3,6.1,7.6,89.21,0.226,100.0,40.7,24.5,250.0,998.2,89.9,0.0,0.0,0.0,rain
2023-11-14 02:00:00,0.04,9.6,6.3,7.6,87.64,0.339,100.0,42.8,26.0,250.0,998.4,72.2,0.0,0.0,0.0,rain
2023-11-14 03:00:00,0.05,9.4,6.4,7.7,88.55,0.0,0.0,36.6,23.3,245.0,998.6,74.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-14 04:00:00,0.05,9.1,6.3,7.6,90.26,0.0,0.0,32.1,20.3,242.0,998.5,84.6,0.0,0.0,0.0,partly-cloudy-night
2023-11-14 05:00:00,0.04,9.0,6.1,7.4,89.81,0.035,100.0,32.1,21.1,237.0,999.0,82.8,0.0,0.0,0.0,rain
2023-11-14 06:00:00,0.05,8.7,5.5,7.3,91.26,0.023,100.0,32.3,22.0,235.0,999.0,60.5,0.0,0.0,0.0,rain
2023-11-14 07:00:00,1.52,8.6,5.8,7.4,91.85,0.045,100.0,30.1,18.2,233.0,998.6,98.3,0.0,0.0,0.0,rain
2023-11-14 08:00:00,0.03,8.6,5.5,7.4,92.72,0.068,100.0,30.0,20.6,231.0,999.0,93.3,56.0,0.2,1.0,rain
2023-11-14 09:00:00,0.09,8.5,5.6,7.5,93.56,0.524,100.0,28.5,18.7,230.0,999.1,67.8,69.0,0.2,1.0,rain
2023-11-14 10:00:00,0.03,8.8,6.6,8.0,94.7,0.217,100.0,21.9,13.8,234.0,999.3,72.2,90.0,0.3,1.0,rain
2023-11-14 11:00:00,0.38,9.5,7.4,8.3,92.33,0.0,0.0,22.1,14.1,247.0,999.1,69.7,84.0,0.3,1.0,partly-cloudy-day
2023-11-14 12:00:00,0.02,9.6,7.6,8.4,92.15,0.339,100.0,22.1,13.7,253.0,999.3,72.6,97.0,0.3,1.0,rain
2023-11-14 13:00:00,0.32,10.1,10.1,8.5,89.96,0.113,100.0,26.0,16.1,261.0,999.5,100.0,285.0,1.0,3.0,rain
2023-11-14 14:00:00,0.02,10.0,7.6,8.5,90.44,0.018,100.0,26.8,17.0,262.0,1000.1,77.4,218.0,0.8,2.0,rain
2023-11-14 15:00:00,0.02,9.8,7.5,8.4,91.12,0.349,100.0,26.6,16.5,272.0,1000.8,89.6,41.0,0.1,0.0,rain
2023-11-14 16:00:00,1.68,9.4,6.7,8.3,92.88,0.412,100.0,31.4,19.6,276.0,1001.9,100.0,0.0,0.0,0.0,rain
2023-11-14 17:00:00,0.08,9.1,6.0,7.7,90.97,0.115,100.0,32.9,22.8,272.0,1002.9,66.0,0.0,0.0,0.0,rain
2023-11-14 18:00:00,1.7,9.0,5.6,7.6,91.35,0.148,100.0,38.1,24.9,271.0,1004.0,72.2,0.0,0.0,0.0,rain
2023-11-14 19:00:00,0.22,8.7,5.5,7.7,93.61,0.626,100.0,32.1,22.8,265.0,1004.7,93.8,0.0,0.0,0.0,rain
2023-11-14 20:00:00,0.22,8.5,5.6,7.8,95.05,0.403,100.0,29.1,19.1,264.0,1005.5,100.0,0.0,0.0,0.0,rain
2023-11-14 21:00:00,1.71,9.4,6.8,7.1,85.55,0.0,0.0,36.7,18.0,264.9,1006.0,100.0,0.0,0.0,0.0,cloudy
2023-11-14 22:00:00,1.08,8.6,5.3,7.8,94.71,0.145,100.0,34.0,23.4,264.0,1007.0,78.4,0.0,0.0,0.0,rain
2023-11-14 23:00:00,1.83,8.5,5.4,7.4,92.36,0.148,100.0,32.5,21.8,265.0,1007.8,93.8,0.0,0.0,0.0,rain
2023-11-15 00:00:00,0.91,8.3,5.0,7.2,92.58,0.0,0.0,34.1,22.9,260.0,1008.3,77.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-15 01:00:00,0.15,8.4,5.1,7.1,91.48,0.041,100.0,37.6,22.6,257.0,1008.7,96.9,0.0,0.0,0.0,rain
2023-11-15 02:00:00,0.49,8.4,4.7,7.1,91.38,0.0,0.0,40.5,27.0,261.0,1009.2,84.6,0.0,0.0,0.0,partly-cloudy-night
2023-11-15 03:00:00,0.14,8.2,4.4,6.9,91.23,0.334,100.0,43.6,28.4,259.0,1009.4,72.2,0.0,0.0,0.0,rain
2023-11-15 04:00:00,0.26,8.0,4.1,6.8,92.03,0.225,100.0,45.7,28.8,263.0,1009.7,84.6,0.0,0.0,0.0,rain
2023-11-15 05:00:00,0.14,7.9,3.8,6.3,90.0,0.023,100.0,45.2,29.8,260.0,1010.1,69.7,0.0,0.0,0.0,rain
2023-11-15 06:00:00,0.42,7.6,3.6,6.3,91.62,0.225,100.0,45.5,28.3,258.0,1010.6,69.0,0.0,0.0,0.0,rain
2023-11-15 07:00:00,0.61,7.6,3.4,6.1,89.67,0.068,100.0,48.1,31.7,263.0,1011.0,96.9,0.0,0.0,0.0,rain
2023-11-15 08:00:00,0.14,7.6,4.2,5.6,87.11,0.0,0.0,35.6,22.0,259.0,1011.5,93.8,24.0,0.1,0.0,cloudy
2023-11-15 09:00:00,0.13,7.6,3.3,6.2,90.75,0.09,100.0,47.4,31.5,264.0,1012.0,93.8,96.0,0.3,1.0,rain
2023-11-15 10:00:00,0.13,7.9,3.6,6.3,89.83,0.023,100.0,48.8,32.9,267.0,1012.4,69.1,88.0,0.3,1.0,rain
2023-11-15 11:00:00,0.74,8.2,4.1,6.4,88.27,0.023,100.0,47.3,31.7,275.0,1013.0,100.0,311.0,1.1,3.0,rain
2023-11-15 12:00:00,0.14,7.9,4.6,5.2,83.05,0.0,0.0,42.5,20.5,280.0,1014.2,100.0,277.0,1.0,3.0,cloudy
2023-11-15 13:00:00,0.14,8.5,4.4,6.0,84.55,0.023,100.0,52.8,33.4,271.0,1014.0,100.0,262.0,0.9,3.0,rain
2023-11-15 14:00:00,0.59,8.5,4.7,6.0,84.31,0.09,100.0,43.6,29.1,273.0,1014.5,81.5,106.0,0.4,1.0,rain
2023-11-15 15:00:00,0.14,8.1,4.5,5.8,84.96,0.18,100.0,39.7,25.3,274.0,1014.9,49.8,76.0,0.3,1.0,rain
2023-11-15 16:00:00,2.0,7.9,4.4,5.9,87.28,0.018,100.0,39.4,23.2,274.0,1015.3,78.4,0.0,0.0,0.0,rain
2023-11-15 17:00:00,0.72,7.6,3.9,5.8,88.38,0.0,0.0,37.1,25.0,275.0,1015.7,100.0,0.0,0.0,0.0,cloudy
2023-11-15 18:00:00,0.65,7.6,4.0,6.1,90.22,0.131,100.0,36.5,23.3,275.0,1016.0,84.6,0.0,0.0,0.0,rain
2023-11-15 19:00:00,0.4,7.3,4.0,6.1,92.6,0.035,100.0,31.0,19.7,269.0,1016.3,96.9,0.0,0.0,0.0,rain
2023-11-15 20:00:00,0.15,7.1,4.1,6.0,92.45,0.045,100.0,25.8,17.2,271.0,1016.2,100.0,0.0,0.0,0.0,rain
2023-11-15 21:00:00,0.2,7.0,3.9,5.8,92.09,0.045,100.0,27.0,17.8,272.0,1016.4,81.5,0.0,0.0,0.0,rain
2023-11-15 22:00:00,0.56,6.7,3.8,5.5,92.29,0.0,0.0,23.2,15.5,262.0,1016.5,76.3,0.0,0.0,0.0,partly-cloudy-night
2023-11-15 23:00:00,0.19,6.2,3.7,5.1,92.44,0.09,100.0,18.8,12.3,256.0,1016.4,85.2,0.0,0.0,0.0,rain
2023-11-16 00:00:00,0.18,5.7,2.9,4.8,93.69,0.0,0.0,18.5,13.4,305.0,1016.4,81.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-16 01:00:00,0.17,5.1,2.6,4.3,94.96,0.0,0.0,14.5,10.7,319.0,1015.7,71.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-16 02:00:00,0.17,5.1,3.2,4.3,94.51,0.0,0.0,11.7,8.1,328.0,1015.3,100.0,0.0,0.0,0.0,cloudy
2023-11-16 03:00:00,0.16,4.7,3.5,4.0,95.03,0.0,0.0,9.5,5.7,15.0,1014.9,86.4,0.0,0.0,0.0,partly-cloudy-night
2023-11-16 04:00:00,0.17,4.8,3.7,4.4,97.31,0.0,0.0,8.1,5.4,15.0,1014.2,65.2,0.0,0.0,0.0,partly-cloudy-night
2023-11-16 05:00:00,0.17,4.9,2.9,4.6,97.86,0.0,0.0,11.7,8.7,85.0,1013.6,75.7,0.0,0.0,0.0,partly-cloudy-night
2023-11-16 06:00:00,0.16,5.1,3.5,4.8,98.04,0.0,0.0,10.0,6.9,95.0,1013.3,100.0,0.0,0.0,0.0,cloudy
2023-11-16 07:00:00,1.64,5.3,3.3,4.9,97.91,0.023,100.0,13.1,8.7,67.0,1012.7,96.8,0.0,0.0,0.0,rain
2023-11-16 08:00:00,1.2,5.1,2.6,4.9,98.3,0.0,0.0,16.2,11.3,98.0,1012.9,100.0,5.0,0.0,0.0,cloudy
2023-11-16 09:00:00,0.17,5.3,2.8,5.1,98.65,0.0,0.0,16.2,10.8,67.0,1013.3,100.0,10.0,0.0,0.0,cloudy
2023-11-16 10:00:00,0.17,5.5,3.5,5.3,98.6,0.0,0.0,12.9,9.0,104.0,1013.4,82.4,39.0,0.1,0.0,partly-cloudy-day
2023-11-16 11:00:00,0.5,5.8,4.1,5.6,98.29,0.09,100.0,10.9,7.8,94.0,1013.3,76.1,54.0,0.2,1.0,rain
2023-11-16 12:00:00,0.16,6.1,4.1,5.8,98.23,0.0,0.0,12.8,9.3,104.0,1013.2,96.8,46.0,0.2,0.0,cloudy
2023-11-16 13:00:00,0.16,6.4,6.4,5.9,96.82,0.0,0.0,5.8,3.3,38.0,1013.3,100.0,53.0,0.2,1.0,cloudy
2023-11-16 14:00:00,0.8,6.7,6.7,6.0,95.38,0.0,0.0,7.2,4.6,25.0,1013.4,100.0,67.0,0.2,1.0,cloudy
2023-11-16 15:00:00,0.52,6.8,6.8,5.9,94.27,0.0,0.0,7.5,4.5,265.0,1014.2,100.0,20.0,0.1,0.0,cloudy
2023-11-16 16:00:00,0.87,6.5,6.5,5.6,94.45,0.0,0.0,7.9,4.0,282.0,1014.4,100.0,0.0,0.0,0.0,cloudy
2023-11-16 17:00:00,0.04,6.1,5.2,5.4,95.49,0.0,0.0,7.1,5.2,266.0,1014.7,100.0,0.0,0.0,0.0,cloudy
2023-11-16 18:00:00,0.05,5.7,4.6,5.1,95.64,0.0,0.0,7.4,5.7,246.0,1014.9,100.0,0.0,0.0,0.0,cloudy
2023-11-16 19:00:00,0.04,5.7,4.7,5.0,95.54,0.0,0.0,8.3,5.6,229.0,1015.1,100.0,0.0,0.0,0.0,cloudy
2023-11-16 20:00:00,0.28,5.4,4.3,4.8,95.98,0.0,0.0,8.5,5.7,194.0,1014.9,96.8,0.0,0.0,0.0,cloudy
2023-11-16 21:00:00,0.09,5.5,3.6,4.7,94.55,0.0,0.0,12.4,8.6,226.0,1014.9,100.0,0.0,0.0,0.0,cloudy
2023-11-16 22:00:00,0.04,5.8,3.9,4.7,92.71,0.018,100.0,13.7,8.8,301.0,1015.1,100.0,0.0,0.0,0.0,rain
2023-11-16 23:00:00,0.02,5.6,4.0,4.5,92.62,0.359,100.0,11.7,7.4,226.0,1015.2,100.0,0.0,0.0,0.0,rain
2023-11-17 00:00:00,0.02,5.3,1.9,4.5,94.18,0.108,100.0,25.2,17.1,218.0,1015.3,100.0,0.0,0.0,0.0,rain
2023-11-17 01:00:00,0.01,5.1,2.4,4.2,93.83,0.241,100.0,18.8,12.0,213.0,1015.1,100.0,0.0,0.0,0.0,rain
2023-11-17 02:00:00,0.02,5.2,2.7,4.4,94.57,0.035,100.0,17.0,11.3,219.0,1015.1,100.0,0.0,0.0,0.0,rain
2023-11-17 03:00:00,0.02,5.1,2.2,4.5,96.37,0.184,100.0,22.9,12.9,239.0,1015.2,100.0,0.0,0.0,0.0,rain
2023-11-17 04:00:00,0.02,4.9,1.6,4.3,95.73,0.018,100.0,23.9,15.1,236.0,1015.4,84.6,0.0,0.0,0.0,rain
2023-11-17 05:00:00,0.3,4.6,1.0,4.0,95.38,0.037,100.0,26.4,17.4,254.0,1015.8,48.2,0.0,0.0,0.0,rain
2023-11-17 06:00:00,0.02,4.3,1.1,3.7,95.84,0.0,0.0,20.5,13.8,254.0,1016.2,23.6,0.0,0.0,0.0,partly-cloudy-night
2023-11-17 07:00:00,1.19,3.8,1.8,3.2,95.39,0.0,0.0,13.8,8.0,303.0,1016.6,17.6,0.0,0.0,0.0,clear-night
2023-11-17 08:00:00,1.75,3.9,0.9,3.3,95.93,0.034,100.0,17.5,12.1,313.0,1017.2,35.8,34.0,0.1,0.0,rain
2023-11-17 09:00:00,0.02,4.5,2.5,3.5,93.3,0.0,0.0,13.9,8.1,252.0,1017.8,48.2,142.0,0.5,1.0,partly-cloudy-day
2023-11-17 10:00:00,0.99,5.6,4.4,4.2,90.48,0.0,0.0,10.6,6.3,235.0,1018.1,49.9,77.0,0.3,1.0,partly-cloudy-day
2023-11-17 11:00:00,0.01,7.2,5.9,4.7,84.01,0.0,0.0,12.6,7.2,240.0,1018.8,73.5,292.0,1.1,3.0,partly-cloudy-day
2023-11-17 12:00:00,0.15,7.8,5.6,4.9,81.95,0.0,0.0,17.8,11.9,237.0,1018.8,9.4,297.0,1.1,3.0,clear-day
2023-11-17 13:00:00,0.14,8.3,6.7,4.7,78.33,0.0,0.0,15.3,9.5,245.0,1018.9,52.8,285.0,1.0,3.0,partly-cloudy-day
2023-11-17 14:00:00,0.34,8.2,6.3,4.8,79.35,0.0,0.0,16.8,11.2,241.0,1018.9,63.3,65.0,0.2,1.0,partly-cloudy-day
2023-11-17 15:00:00,0.31,7.3,5.8,4.7,83.47,0.0,0.0,12.1,8.3,224.0,1019.1,53.0,39.0,0.1,0.0,partly-cloudy-day
2023-11-17 16:00:00,1.17,6.7,4.8,4.8,87.17,0.0,0.0,14.7,10.1,259.0,1019.2,69.1,0.0,0.0,0.0,partly-cloudy-day
2023-11-17 17:00:00,0.03,6.2,4.4,4.7,90.29,0.0,0.0,11.8,8.3,189.0,1019.4,69.5,0.0,0.0,0.0,partly-cloudy-night
2023-11-17 18:00:00,0.27,6.2,4.0,4.8,91.23,0.0,0.0,15.1,10.5,193.0,1019.6,73.1,0.0,0.0,0.0,partly-cloudy-night
2023-11-17 19:00:00,0.02,6.3,4.0,4.9,90.72,0.0,0.0,17.1,11.1,187.0,1019.3,100.0,0.0,0.0,0.0,cloudy
2023-11-17 20:00:00,0.01,6.3,3.8,4.9,91.0,0.0,0.0,17.2,12.3,186.0,1018.8,100.0,0.0,0.0,0.0,cloudy
2023-11-17 21:00:00,0.08,6.2,3.5,4.8,90.56,0.0,0.0,19.4,13.4,171.0,1018.0,96.8,0.0,0.0,0.0,cloudy
2023-11-17 22:00:00,0.68,6.4,3.3,4.9,90.6,0.0,0.0,22.8,15.7,179.0,1017.8,100.0,0.0,0.0,0.0,cloudy
2023-11-17 23:00:00,0.02,6.3,3.3,5.2,93.06,0.09,100.0,20.8,15.4,169.0,1017.5,100.0,0.0,0.0,0.0,rain
2023-11-18 00:00:00,0.35,6.3,3.3,5.7,96.18,0.544,100.0,23.0,15.3,158.0,1016.6,96.9,0.0,0.0,0.0,rain
2023-11-18 01:00:00,0.01,6.2,2.6,5.6,96.49,0.681,100.0,29.0,19.6,157.0,1015.3,100.0,0.0,0.0,0.0,rain
2023-11-18 02:00:00,0.02,6.1,1.8,5.7,97.59,1.2,100.0,36.9,26.6,143.0,1013.7,100.0,0.0,0.0,0.0,rain
2023-11-18 03:00:00,0.01,6.0,1.5,5.8,98.63,1.851,100.0,43.5,29.3,142.0,1012.3,100.0,0.0,0.0,0.0,rain
2023-11-18 04:00:00,0.02,6.1,1.5,6.0,98.74,2.191,100.0,43.1,30.8,142.0,1010.3,100.0,0.0,0.0,0.0,rain
