datetime,Consumption (kWh),temp,feelslike,dew,humidity,precip,windspeed,sealevelpressure,cloudcover,sensor_temp,hour,day_of_week,is_weekend,midnight_flag,part_of_day
2023-11-18 15:30:00,0.57,12.6,12.6,10.6,87.75,0.0,24.85,1003.0999999999999,82.6,18.277456647398843,15,5,1,False,late_afternoon
2023-11-18 16:00:00,0.55,12.6,12.6,10.0,84.43,0.0,27.2,1002.9,69.3,18.277456647398843,16,5,1,False,late_afternoon
2023-11-18 16:30:00,0.52,12.399999999999999,12.399999999999999,9.85,84.44,0.051,27.1,1002.8,77.44999999999999,18.36994219653179,16,5,1,False,late_afternoon
2023-11-18 17:00:00,3.18,12.2,12.2,9.7,84.45,0.102,27.0,1002.7,85.6,18.46242774566474,17,5,1,False,late_afternoon
2023-11-18 17:30:00,0.68,12.0,12.0,9.6,85.06,0.051,26.35,1002.75,83.55,18.55491329479769,17,5,1,False,late_afternoon
2023-11-18 18:00:00,0.76,11.8,11.8,9.5,85.67,0.0,25.7,1002.8,81.5,18.647398843930635,18,5,1,False,evening
2023-11-18 18:30:00,0.84,11.65,11.65,9.3,85.36,0.0,26.9,1002.75,89.2,18.716763005780344,18,5,1,False,evening
2023-11-18 19:00:00,0.92,11.5,11.5,9.1,85.05,0.0,28.1,1002.7,96.9,18.786127167630056,19,5,1,False,evening
2023-11-18 19:30:00,1.0,11.3,11.3,8.899999999999999,85.175,0.009,28.55,1002.6500000000001,98.45,18.878612716763005,19,5,1,False,evening
2023-11-18 20:00:00,3.24,11.1,11.1,8.7,85.3,0.018,29.0,1002.6,100.0,18.971098265895957,20,5,1,False,evening
2023-11-18 20:30:00,3.36,11.0,11.0,8.7,85.8,0.009,26.05,1002.55,86.0,19.017341040462423,20,5,1,False,evening
2023-11-18 21:00:00,0.88,10.9,10.9,8.7,86.3,0.0,23.1,1002.5,72.0,19.0635838150289,21,5,1,False,night
2023-11-18 21:30:00,0.84,10.75,10.75,8.5,85.96000000000001,0.0,23.3,1002.35,70.05,19.13294797687861,21,5,1,False,night
2023-11-18 22:00:00,0.05,10.6,10.6,8.3,85.62,0.0,23.5,1002.2,68.1,19.202312138728324,22,5,1,False,night
2023-11-18 22:30:00,0.18,10.55,10.55,8.15,85.21000000000001,0.0,23.15,1002.1,73.25,19.22543352601156,22,5,1,False,night
2023-11-18 23:00:00,0.3,10.5,10.5,8.0,84.8,0.0,22.8,1002.0,78.4,19.2485549132948,23,5,1,False,night
2023-11-18 23:30:00,0.24,10.4,10.4,7.9,84.58,0.0,23.75,1001.95,74.30000000000001,19.29479768786127,23,5,1,False,night
2023-11-19 00:00:00,0.14,10.3,10.3,7.8,84.36,0.0,24.7,1001.9,70.2,19.341040462427745,0,6,1,True,early_morning
2023-11-19 00:30:00,0.15,10.3,10.3,7.699999999999999,84.08,0.0,23.5,1001.8,74.30000000000001,19.341040462427745,0,6,1,True,early_morning
2023-11-19 01:00:00,0.12,10.3,10.3,7.6,83.8,0.0,22.3,1001.7,78.4,19.341040462427745,1,6,1,True,early_morning
2023-11-19 01:30:00,0.03,10.2,10.2,7.65,84.44999999999999,0.0,23.5,1001.6,86.1,19.387283236994215,1,6,1,True,early_morning
2023-11-19 02:00:00,0.04,10.1,10.1,7.7,85.1,0.0,24.7,1001.5,93.8,19.43352601156069,2,6,1,True,early_morning
2023-11-19 02:30:00,0.05,10.1,10.1,7.75,85.475,0.009,25.1,1001.45,96.9,19.43352601156069,2,6,1,True,early_morning
2023-11-19 03:00:00,0.05,10.1,10.1,7.8,85.85,0.018,25.5,1001.4,100.0,19.43352601156069,3,6,1,True,early_morning
2023-11-19 03:30:00,0.04,9.95,8.4,7.8,86.755,0.009,24.85,1001.25,85.65,19.86127167630057,3,6,1,True,early_morning
2023-11-19 04:00:00,0.04,9.8,6.7,7.8,87.66,0.0,24.2,1001.1,71.3,20.289017341040463,4,6,1,True,early_morning
2023-11-19 04:30:00,0.03,9.75,6.6,7.85,88.11,0.029,24.95,1001.1500000000001,85.65,20.32369942196532,4,6,1,True,early_morning
2023-11-19 05:00:00,0.3,9.7,6.5,7.9,88.56,0.058,25.7,1001.2,100.0,20.35838150289017,5,6,1,False,early_morning
2023-11-19 05:30:00,0.32,9.649999999999999,6.5,7.85,88.495,0.0465,25.1,1001.1,100.0,20.36994219653179,5,6,1,False,early_morning
2023-11-19 06:00:00,0.35,9.6,6.5,7.8,88.43,0.035,24.5,1001.0,100.0,20.381502890173408,6,6,1,False,morning
2023-11-19 06:30:00,0.38,9.55,6.4,7.9,89.45500000000001,0.026500000000000003,24.8,1001.05,100.0,20.416184971098264,6,6,1,False,morning
2023-11-19 07:00:00,0.4,9.5,6.3,8.0,90.48,0.018,25.1,1001.1,100.0,20.45086705202312,7,6,1,False,morning
2023-11-19 07:30:00,0.39,9.6,6.449999999999999,8.1,90.345,0.009,24.950000000000003,1001.1,100.0,20.393063583815028,7,6,1,False,morning
2023-11-19 08:00:00,0.38,9.7,6.6,8.2,90.21,0.0,24.8,1001.1,100.0,20.335260115606932,8,6,1,False,morning
2023-11-19 08:30:00,0.36,9.8,6.65,8.3,90.185,0.0115,25.9,1001.1,100.0,20.30057803468208,8,6,1,False,morning
2023-11-19 09:00:00,0.05,9.9,6.7,8.4,90.16,0.023,27.0,1001.1,100.0,20.265895953757223,9,6,1,False,late_morning
2023-11-19 09:30:00,0.11,10.05,8.45,8.600000000000001,90.705,0.0575,26.45,1001.0,100.0,19.82658959537572,9,6,1,False,late_morning
2023-11-19 10:00:00,0.18,10.2,10.2,8.8,91.25,0.092,25.9,1000.9,100.0,19.387283236994215,10,6,1,False,late_morning
2023-11-19 10:30:00,0.24,10.25,10.25,8.95,91.72999999999999,0.155,24.85,1000.75,100.0,19.36416184971098,10,6,1,False,late_morning
2023-11-19 11:00:00,0.3,10.3,10.3,9.1,92.21,0.218,23.8,1000.6,100.0,19.341040462427745,11,6,1,False,late_morning
2023-11-19 11:30:00,0.27,10.5,10.5,9.35,92.51499999999999,0.355,24.450000000000003,1000.35,100.0,19.2485549132948,11,6,1,False,late_morning
2023-11-19 12:00:00,0.24,10.7,10.7,9.6,92.82,0.492,25.1,1000.1,100.0,19.156069364161848,12,6,1,False,early_afternoon
2023-11-19 12:30:00,0.21,10.8,10.8,9.85,93.84,0.46950000000000003,24.65,1000.0,100.0,19.10982658959537,12,6,1,False,early_afternoon
2023-11-19 13:00:00,0.4,10.9,10.9,10.1,94.86,0.447,24.2,999.9,100.0,19.0635838150289,13,6,1,False,early_afternoon
2023-11-19 13:30:00,0.45,11.100000000000001,11.100000000000001,10.35,95.22999999999999,0.5665,24.049999999999997,999.95,100.0,18.971098265895957,13,6,1,False,early_afternoon
2023-11-19 14:00:00,0.5,11.3,11.3,10.6,95.6,0.686,23.9,1000.0,100.0,18.878612716763005,14,6,1,False,early_afternoon
2023-11-19 14:30:00,0.55,11.3,11.3,10.649999999999999,95.96,0.7905,24.95,1000.1,100.0,18.878612716763005,14,6,1,False,early_afternoon
2023-11-19 15:00:00,0.6,11.3,11.3,10.7,96.32,0.895,26.0,1000.2,100.0,18.878612716763005,15,6,1,False,late_afternoon
2023-11-19 15:30:00,0.57,11.25,11.25,10.5,95.225,0.704,27.95,1000.55,100.0,18.90173410404624,15,6,1,False,late_afternoon
2023-11-19 16:00:00,1.82,11.2,11.2,10.3,94.13,0.513,29.9,1000.9,100.0,18.92485549132948,16,6,1,False,late_afternoon
2023-11-19 16:30:00,0.52,11.05,11.05,10.15,94.22999999999999,0.356,30.4,1001.3499999999999,100.0,18.99421965317919,16,6,1,False,late_afternoon
2023-11-19 17:00:00,0.6,10.9,10.9,10.0,94.33,0.199,30.9,1001.8,100.0,19.0635838150289,17,6,1,False,late_afternoon
2023-11-19 17:30:00,0.68,10.8,10.8,9.95,94.8,0.21350000000000002,30.2,1002.3,100.0,19.10982658959537,17,6,1,False,late_afternoon
2023-11-19 18:00:00,0.76,10.7,10.7,9.9,95.27,0.228,29.5,1002.8,100.0,19.156069364161848,18,6,1,False,evening
2023-11-19 18:30:00,0.84,10.5,10.5,9.7,94.78,0.14300000000000002,30.2,1003.25,100.0,19.2485549132948,18,6,1,False,evening
2023-11-19 19:00:00,3.05,10.3,10.3,9.5,94.29,0.058,30.9,1003.7,100.0,19.341040462427745,19,6,1,False,evening
2023-11-19 19:30:00,1.0,10.15,8.5,9.25,94.065,0.0855,29.25,1004.05,100.0,19.791907514450862,19,6,1,False,evening
2023-11-19 20:00:00,0.96,10.0,6.7,9.0,93.84,0.113,27.6,1004.4,100.0,20.242774566473987,20,6,1,False,evening
2023-11-19 20:30:00,0.92,9.8,6.5,8.75,93.19,0.0965,27.4,1004.8,100.0,20.335260115606932,20,6,1,False,evening
2023-11-19 21:00:00,0.88,9.6,6.3,8.5,92.54,0.08,27.2,1005.2,100.0,20.427745664739884,21,6,1,False,night
2023-11-19 21:30:00,0.84,9.45,6.05,8.3,92.375,0.0625,27.799999999999997,1005.4000000000001,100.0,20.520231213872837,21,6,1,False,night
2023-11-19 22:00:00,0.05,9.3,5.8,8.1,92.21,0.045,28.4,1005.6,100.0,20.61271676300578,22,6,1,False,night
2023-11-19 22:30:00,0.18,9.100000000000001,5.65,7.9,92.13499999999999,0.052,27.049999999999997,1005.7,92.3,20.693641618497107,22,6,1,False,night
2023-11-19 23:00:00,0.3,8.9,5.5,7.7,92.06,0.059,25.7,1005.8,84.6,20.77456647398844,23,6,1,False,night
2023-11-19 23:30:00,3.46,8.75,5.3,7.4,91.33,0.040999999999999995,25.6,1005.9,92.3,20.85549132947977,23,6,1,False,night
2023-11-20 00:00:00,0.01,8.6,5.1,7.1,90.6,0.023,25.5,1006.0,100.0,20.936416184971097,0,0,0,True,early_morning
2023-11-20 00:30:00,0.02,8.45,5.15,6.699999999999999,88.97999999999999,0.0115,22.65,1005.9,84.55,20.95953757225433,0,0,0,True,early_morning
2023-11-20 01:00:00,0.03,8.3,5.2,6.3,87.36,0.0,19.8,1005.8,69.1,20.982658959537574,1,0,0,True,early_morning
2023-11-20 01:30:00,0.03,8.05,4.95,6.1,87.58,0.0,19.65,1005.7,63.3,21.09826589595376,1,0,0,True,early_morning
2023-11-20 02:00:00,0.04,7.8,4.7,5.9,87.8,0.0,19.5,1005.6,57.5,21.21387283236994,2,0,0,True,early_morning
2023-11-20 02:30:00,0.05,7.65,4.65,5.9,88.78,0.0115,18.0,1005.5,71.55,21.260115606936417,2,0,0,True,early_morning
2023-11-20 03:00:00,0.05,7.5,4.6,5.9,89.76,0.023,16.5,1005.4,85.6,21.30635838150289,3,0,0,True,early_morning
2023-11-20 03:30:00,0.1,7.4,4.8,5.9,90.225,0.0115,14.7,1005.3,92.8,21.283236994219653,3,0,0,True,early_morning
2023-11-20 04:00:00,0.04,7.3,5.0,5.9,90.69,0.0,12.9,1005.2,100.0,21.260115606936417,4,0,0,True,early_morning
2023-11-20 04:30:00,0.13,7.3,4.85,5.95,91.045,0.0,13.45,1005.25,100.0,21.29479768786127,4,0,0,True,early_morning
2023-11-20 05:00:00,0.3,7.3,4.7,6.0,91.4,0.0,14.0,1005.3,100.0,21.32947976878613,5,0,0,False,early_morning
2023-11-20 05:30:00,0.32,7.199999999999999,4.7,6.1,92.46000000000001,0.0,13.35,1005.3,94.85,21.35260115606936,5,0,0,False,early_morning
2023-11-20 06:00:00,0.35,7.1,4.7,6.2,93.52,0.0,12.7,1005.3,89.7,21.3757225433526,6,0,0,False,morning
2023-11-20 06:30:00,0.38,7.05,4.45,6.25,94.255,0.0,14.05,1005.55,90.75,21.44508670520231,6,0,0,False,morning
2023-11-20 07:00:00,0.4,7.0,4.2,6.3,94.99,0.0,15.4,1005.8,91.8,21.514450867052023,7,0,0,False,morning
2023-11-20 07:30:00,0.39,6.95,4.2,6.3,95.46000000000001,0.0,15.2,1006.0999999999999,87.4,21.52601156069364,7,0,0,False,morning
2023-11-20 08:00:00,0.38,6.9,4.2,6.3,95.93,0.0,15.0,1006.4,83.0,21.53757225433526,8,0,0,False,morning
2023-11-20 08:30:00,0.36,7.15,4.35,6.6,96.16,0.0,15.85,1006.5999999999999,91.5,21.44508670520231,8,0,0,False,morning
2023-11-20 09:00:00,0.05,7.4,4.5,6.9,96.39,0.0,16.7,1006.8,100.0,21.35260115606936,9,0,0,False,late_morning
2023-11-20 09:30:00,0.11,7.9,5.15,7.2,95.015,0.0,16.5,1007.05,92.3,21.08670520231214,9,0,0,False,late_morning
2023-11-20 10:00:00,0.18,8.4,5.8,7.5,93.64,0.0,16.3,1007.3,84.6,20.820809248554912,10,0,0,False,late_morning
2023-11-20 10:30:00,0.24,8.65,6.0,7.75,93.82,0.045,17.4,1007.45,78.4,20.716763005780344,10,0,0,False,late_morning
2023-11-20 11:00:00,0.3,8.9,6.2,8.0,94.0,0.09,18.5,1007.6,72.2,20.61271676300578,11,0,0,False,late_morning
2023-11-20 11:30:00,0.27,9.25,6.7,8.3,93.9,0.0985,17.3,1007.6,86.1,20.416184971098264,11,0,0,False,late_morning
2023-11-20 12:00:00,0.51,9.6,7.2,8.6,93.8,0.107,16.1,1007.6,100.0,20.21965317919075,12,0,0,False,early_afternoon
2023-11-20 12:30:00,0.21,9.649999999999999,7.35,8.8,94.69999999999999,0.07100000000000001,15.65,1007.7,100.0,20.17341040462428,12,0,0,False,early_afternoon
2023-11-20 13:00:00,0.4,9.7,7.5,9.0,95.6,0.035,15.2,1007.8,100.0,20.1271676300578,13,0,0,False,early_afternoon
2023-11-20 13:30:00,0.45,9.85,7.55,9.05,94.85,0.044,16.299999999999997,1007.95,100.0,20.08092485549133,13,0,0,False,early_afternoon
2023-11-20 14:00:00,0.5,10.0,7.6,9.1,94.1,0.053,17.4,1008.1,100.0,20.034682080924853,14,0,0,False,early_afternoon
2023-11-20 14:30:00,0.55,9.8,7.5,8.85,93.83,0.0265,16.549999999999997,1008.25,100.0,20.104046242774565,14,0,0,False,early_afternoon
2023-11-20 15:00:00,0.6,9.6,7.4,8.6,93.56,0.0,15.7,1008.4,100.0,20.17341040462428,15,0,0,False,late_afternoon
2023-11-20 15:30:00,0.57,9.5,7.65,8.55,93.875,0.0,13.149999999999999,1008.8499999999999,100.0,20.13872832369942,15,0,0,False,late_afternoon
2023-11-20 16:00:00,1.11,9.4,7.9,8.5,94.19,0.0,10.6,1009.3,100.0,20.104046242774565,16,0,0,False,late_afternoon
2023-11-20 16:30:00,2.39,9.25,7.550000000000001,8.5,94.97,0.0,11.5,1009.8,100.0,20.21965317919075,16,0,0,False,late_afternoon
2023-11-20 17:00:00,3.39,9.1,7.2,8.5,95.75,0.0,12.4,1010.3,100.0,20.335260115606932,17,0,0,False,late_afternoon
2023-11-20 17:30:00,0.68,9.1,7.1,8.5,96.10499999999999,0.13,13.05,1010.9,100.0,20.35838150289017,17,0,0,False,late_afternoon
2023-11-20 18:00:00,0.76,9.1,7.0,8.5,96.46,0.26,13.7,1011.5,100.0,20.381502890173408,18,0,0,False,evening
2023-11-20 18:30:00,0.84,9.05,6.9,8.5,96.505,0.5980000000000001,13.75,1012.0,100.0,20.416184971098264,18,0,0,False,evening
2023-11-20 19:00:00,0.92,9.0,6.8,8.5,96.55,0.936,13.8,1012.5,100.0,20.45086705202312,19,0,0,False,evening
2023-11-20 19:30:00,1.0,8.9,6.85,8.45,96.84,0.5305,12.850000000000001,1012.85,100.0,20.46242774566474,19,0,0,False,evening
2023-11-20 20:00:00,0.96,8.8,6.9,8.4,97.13,0.125,11.9,1013.2,100.0,20.47398843930636,20,0,0,False,evening
2023-11-20 20:30:00,0.92,8.8,6.9,8.45,97.50999999999999,0.1065,11.9,1013.55,100.0,20.47398843930636,20,0,0,False,evening
2023-11-20 21:00:00,0.88,8.8,6.9,8.5,97.89,0.088,11.9,1013.9,100.0,20.47398843930636,21,0,0,False,night
2023-11-20 21:30:00,0.84,8.9,6.800000000000001,8.5,97.28,0.0705,13.55,1014.4,100.0,20.47398843930636,21,0,0,False,night
2023-11-20 22:00:00,0.05,9.0,6.7,8.5,96.67,0.053,15.2,1014.9,100.0,20.47398843930636,22,0,0,False,night
2023-11-20 22:30:00,0.18,8.8,6.300000000000001,8.1,95.41499999999999,0.126,16.5,1015.3499999999999,100.0,20.61271676300578,22,0,0,False,night
2023-11-20 23:00:00,3.14,8.6,5.9,7.7,94.16,0.199,17.8,1015.8,100.0,20.751445086705203,23,0,0,False,night
2023-11-20 23:30:00,0.24,8.5,5.6,7.35,92.525,0.0995,19.200000000000003,1016.25,100.0,20.84393063583815,23,0,0,False,night
2023-11-21 00:00:00,0.01,8.4,5.3,7.0,90.89,0.0,20.6,1016.7,100.0,20.936416184971097,0,1,0,True,early_morning
2023-11-21 00:30:00,0.11,8.25,5.3,6.6,89.345,0.0,19.1,1017.2,100.0,20.971098265895957,0,1,0,True,early_morning
2023-11-21 01:00:00,0.03,8.1,5.3,6.2,87.8,0.0,17.6,1017.7,100.0,21.00578034682081,1,1,0,True,early_morning
2023-11-21 01:30:00,0.03,8.0,5.05,5.9,86.62,0.0,18.5,1018.05,100.0,21.08670520231214,1,1,0,True,early_morning
2023-11-21 02:00:00,0.14,7.9,4.8,5.6,85.44,0.0,19.4,1018.4,100.0,21.167630057803468,2,1,0,True,early_morning
2023-11-21 02:30:00,0.05,7.85,4.699999999999999,5.55,85.49000000000001,0.0,19.45,1018.7,100.0,21.202312138728324,2,1,0,True,early_morning
2023-11-21 03:00:00,0.13,7.8,4.6,5.5,85.54,0.0,19.5,1019.0,100.0,21.236994219653177,3,1,0,True,early_morning
2023-11-21 03:30:00,0.04,7.8,4.6,5.6,85.945,0.0,20.1,1019.35,100.0,21.236994219653177,3,1,0,True,early_morning
2023-11-21 04:00:00,0.04,7.8,4.6,5.7,86.35,0.0,20.7,1019.7,100.0,21.236994219653177,4,1,0,True,early_morning
2023-11-21 04:30:00,0.03,7.699999999999999,4.4,5.9,88.455,0.0,20.799999999999997,1020.2,100.0,21.30635838150289,4,1,0,True,early_morning
2023-11-21 05:00:00,0.3,7.6,4.2,6.1,90.56,0.0,20.9,1020.7,100.0,21.3757225433526,5,1,0,False,early_morning
2023-11-21 05:30:00,0.32,7.449999999999999,3.85,6.3,92.64,0.0175,22.799999999999997,1021.1500000000001,100.0,21.491329479768787,5,1,0,False,early_morning
2023-11-21 06:00:00,0.35,7.3,3.5,6.5,94.72,0.035,24.7,1021.6,100.0,21.60693641618497,6,1,0,False,morning
2023-11-21 06:30:00,0.38,7.3,3.45,6.5,94.7,0.052000000000000005,25.1,1022.0,100.0,21.61849710982659,6,1,0,False,morning
2023-11-21 07:00:00,0.4,7.3,3.4,6.5,94.68,0.069,25.5,1022.4,100.0,21.63005780346821,7,1,0,False,morning
2023-11-21 07:30:00,0.39,7.3,3.55,6.4,93.92500000000001,0.0685,24.05,1023.0999999999999,100.0,21.595375722543352,7,1,0,False,morning
2023-11-21 08:00:00,0.38,7.3,3.7,6.3,93.17,0.068,22.6,1023.8,100.0,21.560693641618496,8,1,0,False,morning
2023-11-21 08:30:00,1.01,7.25,3.6500000000000004,6.0,91.735,0.034,22.700000000000003,1024.4499999999998,100.0,21.58381502890173,8,1,0,False,morning
2023-11-21 09:00:00,0.05,7.2,3.6,5.7,90.3,0.0,22.8,1025.1,100.0,21.60693641618497,9,1,0,False,late_morning
2023-11-21 09:30:00,0.11,7.300000000000001,4.0,5.5,88.35,0.0,20.3,1025.5,92.45,21.491329479768787,9,1,0,False,late_morning
2023-11-21 10:00:00,0.18,7.4,4.4,5.3,86.4,0.0,17.8,1025.9,84.9,21.3757225433526,10,1,0,False,late_morning
2023-11-21 10:30:00,0.24,7.550000000000001,4.35,5.199999999999999,84.92500000000001,0.0115,19.85,1026.25,88.25,21.35260115606936,10,1,0,False,late_morning
2023-11-21 11:00:00,0.3,7.7,4.3,5.1,83.45,0.023,21.9,1026.6,91.6,21.32947976878613,11,1,0,False,late_morning
2023-11-21 11:30:00,0.27,7.65,4.35,5.199999999999999,84.545,0.0115,20.6,1026.8,79.65,21.32947976878613,11,1,0,False,late_morning
2023-11-21 12:00:00,0.24,7.6,4.4,5.3,85.64,0.0,19.3,1027.0,67.7,21.32947976878613,12,1,0,False,early_afternoon
2023-11-21 12:30:00,0.21,7.6,4.85,5.35,85.89500000000001,0.045,15.95,1027.15,67.95,21.22543352601156,12,1,0,False,early_afternoon
2023-11-21 13:00:00,0.4,7.6,5.3,5.4,86.15,0.09,12.6,1027.3,68.2,21.121387283236995,13,1,0,False,early_afternoon
2023-11-21 13:30:00,1.85,7.65,5.15,5.2,84.49000000000001,0.045,14.1,1027.65,76.4,21.14450867052023,13,1,0,False,early_afternoon
2023-11-21 14:00:00,0.5,7.7,5.0,5.0,82.83,0.0,15.6,1028.0,84.6,21.167630057803468,14,1,0,False,early_afternoon
2023-11-21 14:30:00,0.55,7.5,4.95,4.9,83.745,0.0,14.1,1028.2,92.3,21.22543352601156,14,1,0,False,early_afternoon
2023-11-21 15:00:00,0.6,7.3,4.9,4.8,84.66,0.0,12.6,1028.4,100.0,21.283236994219653,15,1,0,False,late_afternoon
2023-11-21 15:30:00,0.57,7.0,4.9,4.65,85.315,0.0,10.649999999999999,1028.75,100.0,21.35260115606936,15,1,0,False,late_afternoon
2023-11-21 16:00:00,0.55,6.7,4.9,4.5,85.97,0.0,8.7,1029.1,100.0,21.421965317919074,16,1,0,False,late_afternoon
2023-11-21 16:30:00,0.52,6.45,4.550000000000001,4.3,86.445,0.0,8.95,1029.4499999999998,100.0,21.560693641618496,16,1,0,False,late_afternoon
2023-11-21 17:00:00,0.6,6.2,4.2,4.1,86.92,0.0,9.2,1029.8,100.0,21.69942196531792,17,1,0,False,late_afternoon
2023-11-21 17:30:00,0.68,5.95,4.05,4.05,87.985,0.0,8.6,1029.9499999999998,99.15,21.791907514450862,17,1,0,False,late_afternoon
2023-11-21 18:00:00,3.5,5.7,3.9,4.0,89.05,0.0,8.0,1030.1,98.3,21.88439306358381,18,1,0,False,evening
2023-11-21 18:30:00,0.84,5.35,3.8,3.85,90.275,0.0,7.05,1030.3,99.15,21.98843930635838,18,1,0,False,evening
2023-11-21 19:00:00,0.92,5.0,3.7,3.7,91.5,0.0,6.1,1030.5,100.0,22.09248554913295,19,1,0,False,evening
2023-11-21 19:30:00,1.0,5.0,3.75,3.6500000000000004,91.00999999999999,0.0,6.0,1030.75,100.0,22.08092485549133,19,1,0,False,evening
2023-11-21 20:00:00,3.3,5.0,3.8,3.6,90.52,0.0,5.9,1031.0,100.0,22.06936416184971,20,1,0,False,evening
2023-11-21 20:30:00,0.92,5.0,3.8,3.5,89.78999999999999,0.0,5.9,1031.05,100.0,22.06936416184971,20,1,0,False,evening
2023-11-21 21:00:00,0.88,5.0,3.8,3.4,89.06,0.0,5.9,1031.1,100.0,22.06936416184971,21,1,0,False,night
2023-11-21 21:30:00,0.84,4.95,3.55,3.3499999999999996,89.255,0.0,6.45,1031.15,90.75,22.13872832369942,21,1,0,False,night
2023-11-21 22:00:00,3.03,4.9,3.3,3.3,89.45,0.0,7.0,1031.2,81.5,22.20809248554913,22,1,0,False,night
2023-11-21 22:30:00,0.18,4.95,3.0,3.45,89.98,0.0,8.5,1031.1,89.15,22.265895953757227,22,1,0,False,night
2023-11-21 23:00:00,0.3,5.0,2.7,3.6,90.51,0.0,10.0,1031.0,96.8,22.32369942196532,23,1,0,False,night
2023-11-21 23:30:00,0.24,5.05,2.75,3.8,91.605,0.0,9.9,1030.95,98.4,22.30057803468208,23,1,0,False,night
2023-11-22 00:00:00,0.01,5.1,2.8,4.0,92.7,0.0,9.8,1030.9,100.0,22.277456647398843,0,2,0,True,early_morning
2023-11-22 00:30:00,0.02,5.199999999999999,2.8499999999999996,4.05,92.16499999999999,0.0,10.350000000000001,1030.7,100.0,22.242774566473987,0,2,0,True,early_morning
2023-11-22 01:00:00,0.03,5.3,2.9,4.1,91.63,0.0,10.9,1030.5,100.0,22.20809248554913,1,2,0,True,early_morning
2023-11-22 01:30:00,0.03,5.35,2.55,4.199999999999999,91.97999999999999,0.0,13.25,1030.25,100.0,22.277456647398843,1,2,0,True,early_morning
2023-11-22 02:00:00,0.04,5.4,2.2,4.3,92.33,0.0,15.6,1030.0,100.0,22.346820809248555,2,2,0,True,early_morning
2023-11-22 02:30:00,0.05,5.6,2.25,4.449999999999999,91.995,0.0,17.25,1029.9,100.0,22.289017341040463,2,2,0,True,early_morning
2023-11-22 03:00:00,0.12,5.8,2.3,4.6,91.66,0.0,18.9,1029.8,100.0,22.23121387283237,3,2,0,True,early_morning
2023-11-22 03:30:00,0.04,5.9,2.45,4.65,91.4,0.0,18.549999999999997,1029.55,100.0,22.17341040462428,3,2,0,True,early_morning
2023-11-22 04:00:00,0.04,6.0,2.6,4.7,91.14,0.0,18.2,1029.3,100.0,22.115606936416185,4,2,0,True,early_morning
2023-11-22 04:30:00,0.12,6.15,2.85,4.75,90.505,0.0,17.799999999999997,1029.05,100.0,22.02312138728324,4,2,0,True,early_morning
2023-11-22 05:00:00,0.3,6.3,3.1,4.8,89.87,0.0,17.4,1028.8,100.0,21.930635838150287,5,2,0,False,early_morning
2023-11-22 05:30:00,2.12,6.3,3.3,4.75,89.71000000000001,0.0,15.549999999999999,1028.75,100.0,21.88439306358381,5,2,0,False,early_morning
2023-11-22 06:00:00,0.35,6.3,3.5,4.7,89.55,0.0,13.7,1028.7,100.0,21.838150289017342,6,2,0,False,morning
2023-11-22 06:30:00,0.38,6.4,3.3,4.95,90.555,0.09,16.299999999999997,1028.65,98.95,21.86127167630058,6,2,0,False,morning
2023-11-22 07:00:00,0.4,6.5,3.1,5.2,91.56,0.18,18.9,1028.6,97.9,21.88439306358381,7,2,0,False,morning
2023-11-22 07:30:00,0.39,6.7,3.2,5.5,92.30000000000001,0.09,20.2,1028.4499999999998,98.95,21.815028901734102,7,2,0,False,morning
2023-11-22 08:00:00,0.38,6.9,3.3,5.8,93.04,0.0,21.5,1028.3,100.0,21.745664739884397,8,2,0,False,morning
2023-11-22 08:30:00,0.36,7.050000000000001,3.4,6.0,93.19,0.0,22.75,1028.15,100.0,21.6878612716763,8,2,0,False,morning
2023-11-22 09:00:00,0.05,7.2,3.5,6.2,93.34,0.0,24.0,1028.0,100.0,21.63005780346821,9,2,0,False,late_morning
2023-11-22 09:30:00,0.11,7.4,3.65,6.4,93.35,0.0115,25.0,1028.0,89.2,21.54913294797688,9,2,0,False,late_morning
2023-11-22 10:00:00,0.18,7.6,3.8,6.6,93.36,0.023,26.0,1028.0,78.4,21.468208092485547,10,2,0,False,late_morning
2023-11-22 10:30:00,0.24,7.8999999999999995,4.25,7.0,94.00999999999999,0.0115,25.0,1027.75,89.2,21.29479768786127,10,2,0,False,late_morning
2023-11-22 11:00:00,0.3,8.2,4.7,7.4,94.66,0.0,24.0,1027.5,100.0,21.121387283236995,11,2,0,False,late_morning
2023-11-22 11:30:00,0.27,8.55,5.050000000000001,7.75,94.805,0.0,25.6,1027.1,100.0,20.95953757225433,11,2,0,False,late_morning
2023-11-22 12:00:00,0.24,8.9,5.4,8.1,94.95,0.0,27.2,1026.7,100.0,20.79768786127168,12,2,0,False,early_afternoon
2023-11-22 12:30:00,0.21,9.3,5.7,8.45,94.445,0.0,30.85,1026.4,100.0,20.63583815028902,12,2,0,False,early_afternoon
2023-11-22 13:00:00,0.4,9.7,6.0,8.8,93.94,0.0,34.5,1026.1,100.0,20.47398843930636,13,2,0,False,early_afternoon
2023-11-22 13:30:00,0.45,9.899999999999999,8.05,8.75,92.69,0.0,33.05,1025.9499999999998,100.0,19.953757225433527,13,2,0,False,early_afternoon
2023-11-22 14:00:00,0.5,10.1,10.1,8.7,91.44,0.0,31.6,1025.8,100.0,19.43352601156069,14,2,0,False,early_afternoon
