name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
sheffield,2023-11-23T00:00:00,10.8,10.8,9.3,90.29,0.023,100,rain,0,0,60.3,42.4,278,1024.9,100,35.6,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T01:00:00,11,11,9.3,89.33,0,0,,0,0,57.5,38.7,280,1024.6,100,36,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T02:00:00,11.1,11.1,9.3,88.89,0,0,,0,0,46.4,31.4,278,1024.6,100,36.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T03:00:00,10.8,10.8,9.2,89.86,0.023,100,rain,0,0,46.3,29.8,272,1024.6,100,34.2,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T04:00:00,10.6,10.6,9.2,90.8,0.058,100,rain,0,0,45.4,30.3,271,1024,100,34.1,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T05:00:00,10.6,10.6,9.1,90.43,0.035,100,rain,0,0,44.6,27.6,265,1023.6,81.5,40.1,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T06:00:00,10.5,10.5,9.1,90.77,0,0,,0,0,46.4,29.5,267,1023.4,100,35.5,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T07:00:00,10.3,10.3,9,91.48,0.023,100,rain,0,0,51.6,31.7,260,1023,100,37.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T08:00:00,10.2,10.2,8.9,91.65,0.023,100,rain,0,0,53.9,34.2,260,1023.1,72.2,39.1,7,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T09:00:00,10.1,10.1,9,92.52,0.09,100,rain,0,0,51.9,34.8,263,1022.8,93.8,37.9,218,0.8,2,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T10:00:00,10.5,10.5,9,90.23,0,0,,0,0,51.7,32.7,259,1022.5,100,40,83,0.3,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T11:00:00,10.8,10.8,9.1,89.11,0.023,100,rain,0,0,58.9,35.7,267,1021.9,100,39.3,125,0.5,1,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T12:00:00,11,11,9.4,89.53,0,0,,0,0,54.2,35.7,271,1021.2,100,36.5,46,0.2,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T13:00:00,11.1,11.1,9.6,90.52,0,0,,0,0,59.4,36,275,1020.9,100,27.5,40,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T14:00:00,11,11,9.8,92.3,0,0,,0,0,55.9,35.7,275,1020.1,100,20.6,18,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T15:00:00,11.2,11.2,9.9,91.29,0.136,100,rain,0,0,61.5,41,277,1019.6,100,16.6,11,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T16:00:00,11,11,9.8,92.12,0.034,100,rain,0,0,56.1,39.2,282,1019.6,100,22,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T17:00:00,10,10,8.9,92.57,0.179,100,rain,0,0,56.3,36.3,298,1020.2,91.8,12.3,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T18:00:00,9.3,5.6,7.5,88.5,0.386,100,rain,0,0,48,30.7,299,1020.9,81.5,14.5,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T19:00:00,8.6,4.6,5.7,81.99,0.035,100,rain,0,0,57.2,33.4,300,1020.8,51.6,23.5,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T20:00:00,8.4,4.3,4.8,78.54,0,0,,0,0,53.8,32.6,298,1020.9,48.5,17.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T21:00:00,8.3,4.1,4.8,78.59,0,0,,0,0,53.5,34.3,300,1021.2,48.5,16.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T22:00:00,8,3.8,4.2,76.91,0,0,,0,0,52.3,32.8,305,1021.3,72.2,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-23T23:00:00,7.8,3.5,3.7,75.07,0,0,,0,0,49.7,32.8,305,1021.5,81.5,18.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T00:00:00,7.2,2.9,3.6,77.94,0,0,,0,0,50.1,30.2,309,1021.6,82.5,17.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T01:00:00,6.8,2.6,3.7,80.46,0,0,,0,0,43.7,27.6,306,1021.5,75.3,23.1,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T02:00:00,6.5,2.7,3.4,80.56,0,0,,0,0,35.1,22.2,310,1021.5,87.3,24.6,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T03:00:00,6,2.3,2.8,79.51,0,0,,0,0,33.4,20.5,306,1021.6,83.5,26.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T04:00:00,5.8,2.2,2.4,78.54,0,0,,0,0,31,18.9,301,1021.3,100,27.9,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T05:00:00,5.7,1.5,2.2,78.27,0,0,,0,0,36.3,23.5,306,1021,100,28.7,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T06:00:00,5.6,1.6,2,77.61,0,0,,0,0,33.8,21.5,320,1021.1,100,30.4,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T07:00:00,5.2,1.1,1.5,77.1,0,0,,0,0,34.2,22.1,315,1021.5,91.8,33.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T08:00:00,4.5,0.1,0.3,73.81,0,0,,0,0,36,23.4,318,1021.9,96.3,43.8,16,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T09:00:00,4,-0.2,-0.2,73.9,0,0,,0,0,32.3,19.8,322,1022.4,47.8,48.5,155,0.6,2,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T10:00:00,4.2,-0.3,-1.6,65.84,0,0,,0,0,34.3,23.3,334,1022.7,36.7,52.7,186,0.7,2,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T11:00:00,4.8,0.3,-2,61.32,0,0,,0,0,37.3,24.6,330,1022.8,43.6,49.6,331,1.2,3,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T12:00:00,5.6,1.5,-2.2,57.4,0,0,,0,0,36.5,22.7,338,1022.3,27,58.9,338,1.2,3,,Partially cloudy,partly-cloudy-day,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T13:00:00,5.2,0.5,-2.1,59.19,1.351,100,rain,0,0,45.4,29.1,341,1022.1,3.1,57.9,297,1.1,3,,Rain,rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T14:00:00,5.1,0.5,-2.2,59.04,0,0,,0,0,40.8,27,335,1022.2,0,56.3,182,0.7,2,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T15:00:00,4.5,0,-2.3,61.56,0,0,,0,0,37.8,23.7,341,1022.3,3.1,53.2,57,0.2,1,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T16:00:00,3.6,-1.1,-2.3,65.52,0,0,,0,0,36.7,23.3,348,1022.9,0,48.5,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T17:00:00,2.4,-2.1,-2.5,70.49,0,0,,0,0,25.9,18.8,334,1023.5,0,48.5,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T18:00:00,1.8,-1.5,-2.7,72.15,0,0,,0,0,17.6,11.8,325,1024,0,47.5,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T19:00:00,1.4,-2.3,-2.7,73.85,0,0,,0,0,20.3,13.4,324,1024,0,44.1,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T20:00:00,0.7,-2.9,-2.8,77.25,0,0,,0,0,16.7,12,314,1024,0,37.6,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T21:00:00,0.7,-3,-2.4,79.58,0,0,,0,0,17.6,12.4,308,1024.1,0,39.4,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T22:00:00,0.2,-4.1,-2.7,81.19,0,0,,0,0,18.9,14.4,318,1024,2.1,37,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-24T23:00:00,0.1,-4.1,-2.7,81.41,0,0,,0,0,19,13.9,319,1023.9,0,33,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T00:00:00,-0.3,-4.3,-2.8,83.28,0,0,,0,0,18,12.7,328,1023.9,0,32.7,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T01:00:00,-0.7,-5,-2.9,84.92,0,0,,0,0,18.3,13.5,326,1023.8,0,30.7,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T02:00:00,-0.9,-4.8,-3,85.64,0,0,,0,0,17.8,11.9,322,1024,0,32,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T03:00:00,-1,-5.2,-3.2,85.1,0,0,,0,0,17.6,12.8,328,1024,0,30.5,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T04:00:00,-0.9,-5.1,-3.2,84.92,0,0,,0,0,17,12.6,319,1023.6,13.4,30.5,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T05:00:00,-0.8,-4.4,-3.2,83.78,0,0,,0,0,16.4,10.9,318,1023.2,14.4,30.7,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T06:00:00,-1,-4.8,-3.2,85.3,0,0,,0,0,14.5,10.9,325,1022.9,38.8,30.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T07:00:00,-1.2,-4.7,-3.3,85.68,0,0,,0,0,13.6,9.9,328,1022.6,42.2,30.5,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T08:00:00,-1.4,-5.2,-3.5,85.35,0,0,,0,0,13.9,10.9,328,1022.6,5,30.3,11,0,0,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T09:00:00,-0.5,-3.9,-3.1,82.8,0,0,,0,0,13.5,9.8,299,1022.6,22.9,31.6,142,0.5,1,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T10:00:00,1,-1.5,-2.3,78.84,0,0,,0,0,11.2,8,263,1022.4,31.8,30.2,234,0.8,2,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T11:00:00,2.3,-0.4,-1.7,74.84,0,0,,0,0,11.8,9.5,318,1022.2,1.7,36.2,297,1.1,3,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T12:00:00,3.6,0.6,-1,71.85,0.035,100,rain,0,0,17.8,11.9,288,1021.9,0,40,311,1.1,3,,Rain,rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T13:00:00,4.3,1.7,-0.6,70.18,0,0,,0,0,14.5,10.8,301,1021.4,0,46.5,287,1,3,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T14:00:00,4.5,1.9,-0.6,69.55,0,0,,0,0,15.4,10.9,287,1021.1,0,44,169,0.6,2,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T15:00:00,3.9,1.6,-0.8,71.16,0,0,,0,0,12.7,9,301,1020.9,0,43,21,0.1,0,,Clear,clear-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T16:00:00,2.4,0,-1.1,77.64,0,0,,0,0,12.1,8.2,332,1021.1,8.4,36.3,9,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T17:00:00,1.3,-0.9,-1.3,82.81,0,0,,0,0,9.4,7.2,322,1021.1,16.8,26.6,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T18:00:00,0.9,-1.3,-1.7,82.66,0,0,,0,0,9.5,7,316,1021,19.9,28.6,0,0,0,,Clear,clear-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T19:00:00,0.7,-1.6,-1.8,83.52,0,0,,0,0,8,7,317,1021.1,40.5,22.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T20:00:00,0.6,-1.7,-1.6,85.22,0,0,,0,0,8.4,7,330,1021,60.4,19.6,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T21:00:00,0.6,-1.4,-1.7,84.87,0,0,,0,0,8.2,6.2,320,1020.7,60.4,24.6,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T22:00:00,0.3,-2,-1.7,86.13,0,0,,0,0,8.6,6.9,310,1020.7,28.1,22.8,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-25T23:00:00,0,-2.5,-1.7,88.05,0,0,,0,0,9,7.3,328,1020.4,48.5,19.1,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T00:00:00,0.4,-1.4,-1.7,85.97,0,0,,0,0,8.7,5.7,295,1020.1,81.5,25.1,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T01:00:00,0.6,-1.1,-1.7,84.56,0,0,,0,0,7.6,5.6,320,1019.7,100,24.8,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T02:00:00,0,-2.3,-1.5,89.79,0,0,,0,0,8.2,6.9,254,1019.4,100,17.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T03:00:00,0.3,-1.1,-1.2,89.71,0,0,,0,0,7.1,4.8,229,1018.8,100,13,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T04:00:00,0.5,0.5,-1.2,87.92,0,0,,0,0,6.6,4.8,342,1018.3,100,17.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T05:00:00,0.6,-1.2,-1.1,88.1,0,0,,0,0,7.2,5.8,342,1017.9,100,15.8,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T06:00:00,0.7,-1.2,-0.9,88.61,0,0,,0,0,7.7,6,235,1017.5,93.6,18.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T07:00:00,0.7,-0.8,-0.9,89.58,0,0,,0,0,7.1,5,168,1017,100,19.4,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T08:00:00,0.6,-1.6,-0.8,90.35,0,0,,0,0,9,6.6,210,1016.7,100,20.4,11,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T09:00:00,0.9,-1.3,-0.4,90.63,0,0,,0,0,9.9,7,200,1016.6,95.9,16.4,54,0.2,1,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T10:00:00,2.1,-0.1,0.3,87.85,0,0,,0,0,10.9,7.7,204,1016,97.9,23.7,53,0.2,1,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T11:00:00,3.1,1.1,0.5,83.44,0,0,,0,0,11.5,7.1,200,1015.4,100,26.8,152,0.5,2,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T12:00:00,3.6,1.6,0.8,82.19,0,0,,0,0,11.8,7.6,210,1014.6,100,27.6,97,0.3,1,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T13:00:00,3.7,1.2,1.3,84.35,0,0,,0,0,15.5,9.5,218,1013.8,100,25,78,0.3,1,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T14:00:00,4.1,2.4,1.8,85.12,0,0,,0,0,11.2,7.1,210,1012.9,100,18.8,46,0.2,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T15:00:00,4.1,2.4,2.2,87.85,0,0,,0,0,8.8,6.7,162,1012,100,16.5,32,0.1,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T16:00:00,3.9,2.4,2.5,90.52,0,0,,0,0,11.1,6.3,34,1011.3,100,12.6,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T17:00:00,3.5,1.8,2.7,94.17,0,0,,0,0,10.8,6.8,155,1010.5,85.6,7.6,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T18:00:00,3.5,2.2,2.8,95.62,0,0,,0,0,8.9,5.3,171,1009.8,100,6.7,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T19:00:00,3.5,2,3,96.11,0,0,,0,0,9.9,6.3,179,1009.2,100,2.8,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T20:00:00,3.5,2.4,3,96.41,0,0,,0,0,7.8,5.1,350,1008.5,100,2.5,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T21:00:00,3.8,3.8,3.3,96.93,0,0,,0,0,6,4.1,199,1007.6,100,3.6,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T22:00:00,4,4,3.6,97.05,0,0,,0,0,3.4,1.2,172,1006.7,100,3.2,0,0,0,,Overcast,cloudy,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-26T23:00:00,4.4,4.4,3.9,97.06,0.284,100,rain,0,0,3,2,146,1005.7,100,3.5,0,0,0,,"Rain, Overcast",rain,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T00:00:00,4.7,4.7,4.4,97.69,0.537,100,rain,0,0,3.2,2.2,152,1004.6,100,2.8,0,0,0,,"Rain, Overcast",rain,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T01:00:00,4.5,4.5,4.2,97.99,0.503,100,rain,0,0,4.5,2.3,121,1003.6,100,2.4,0,0,0,,"Rain, Overcast",rain,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T02:00:00,4.5,4.5,4.2,97.94,0.794,100,rain,0,0,6.2,3.1,316,1002.7,100,3.2,0,0,0,,"Rain, Overcast",rain,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T03:00:00,4.2,4.2,4,98.39,1.312,100,rain,0,0,4.1,2.8,192,1001.9,100,0.4,0,0,0,,"Rain, Overcast",rain,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T04:00:00,4.2,4.2,4,98.81,1.691,100,rain,0,0,3.1,1.9,137,1001,100,0.9,0,0,0,,"Rain, Overcast",rain,"D3696,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T05:00:00,3.3,3.3,3.3,99.34,2,100,rain,0,0,7,4.4,12,1000.4,100,2.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T06:00:00,3.5,1.9,3.4,99.34,1.629,100,rain,0,0,9.9,6.5,1,999.9,100,2.7,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T07:00:00,3.4,0.8,3.3,99.34,2.312,100,rain,0,0,14.9,9.6,21,999.7,100,1.6,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T08:00:00,3.4,0.1,3.3,99.15,1.441,100,rain,0,0,21.1,13.2,8,999.7,100,4.1,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T09:00:00,3.1,-1,2.8,98.22,2.853,100,rain,0,0,25.9,17.5,32,1000.1,100,11.7,21,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T10:00:00,2.7,-1.7,2.4,98.35,1.53,100,rain,0,0,27.2,18.7,34,1000.4,100,8,26,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T11:00:00,2.4,-1.3,1.9,96.75,1.717,100,rain,0,0,22.9,14.4,25,1000.7,100,19.1,21,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T12:00:00,2.8,-0.5,2.5,97.46,0.473,100,rain,0,0,17.9,12.9,344,1000.9,100,17.9,36,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T13:00:00,3.1,-0.3,2.7,97.41,0.155,100,rain,0,0,20.5,13.7,331,1001.1,100,29.5,57,0.2,1,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T14:00:00,3.6,0.3,3,96,0,0,,0,0,21.3,13.5,327,1001.4,100,43.5,36,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T15:00:00,3.9,0.4,3.4,96,0,0,,0,0,23.3,15.3,331,1001.8,100,31.6,12,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T16:00:00,4.2,0.6,3.3,93.53,0,0,,0,0,24.1,16.6,333,1002.2,96.6,39.5,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T17:00:00,4.3,0.8,3.5,94.27,0.034,100,rain,0,0,27.7,16.1,342,1002.9,100,33.4,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T18:00:00,4.3,0.4,3.6,95.18,0,0,,0,0,27.5,18.2,352,1003.6,100,30.9,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T19:00:00,4.2,0.5,3.4,94.47,0.023,100,rain,0,0,25.7,16.8,350,1004.4,100,43,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T20:00:00,4,0.3,3.1,94.22,0,0,,0,0,22.7,16.1,338,1005.1,98.3,26.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T21:00:00,3.9,0.4,3.1,94.7,0,0,,0,0,24.8,15,332,1005.7,72.8,30.4,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T22:00:00,4,0.3,3.3,95.3,0,0,,0,0,25.3,16.3,354,1006.4,77.4,23,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-27T23:00:00,4.1,0.4,3.6,97.04,0.203,100,rain,0,0,25.3,16.5,14,1007.2,78.4,24,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
