name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
sheffield,2023-11-18T01:00:00,6.2,2.6,5.6,96.49,0.681,100,rain,0,0,29,19.6,157,1015.3,100,7.1,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T02:00:00,6.1,1.8,5.7,97.59,1.2,100,rain,0,0,36.9,26.6,143,1013.7,100,3.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T03:00:00,6,1.5,5.8,98.63,1.851,100,rain,0,0,43.5,29.3,142,1012.3,100,4.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T04:00:00,6.1,1.5,6,98.74,2.191,100,rain,0,0,43.1,30.8,142,1010.3,100,9.4,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T05:00:00,6.4,2.2,6.3,98.74,1.625,100,rain,0,0,39,26.8,150,1008.9,100,5.5,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T06:00:00,7,3,6.8,98.75,0.982,100,rain,0,0,36.7,26.3,158,1007.7,100,10.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T07:00:00,8.2,4.8,7.8,97.37,0.237,100,rain,0,0,35.8,23,173,1006.3,100,9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T08:00:00,9.3,6.4,9,98.36,0,0,,0,0,34.9,20.5,196,1005.8,100,9.2,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T09:00:00,11,11,10.4,96.38,0.023,100,rain,0,0,36.3,25.1,212,1005.5,100,8.5,19,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T10:00:00,11.6,11.6,11,95.71,0.023,100,rain,0,0,35.9,24.6,222,1005.3,96.6,10.1,26,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T11:00:00,12.1,12.1,11.3,94.91,0,0,,0,0,36.3,25.3,223,1005,98.3,20.8,91,0.3,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T12:00:00,12.8,12.8,11.5,91.77,0,0,,0,0,33.7,23.5,217,1004.4,100,26.7,37,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T13:00:00,13.2,13.2,11.6,90.25,0,0,,0,0,36.2,22.2,225,1004.1,100,27.3,85,0.3,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T14:00:00,12.9,12.9,11.3,89.66,0,0,,0,0,36.3,23.9,226,1003.7,93.3,25.2,67,0.2,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T15:00:00,12.6,12.6,11.2,91.07,0,0,,0,0,33.6,22.5,231,1003.3,95.9,19.3,38,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T16:00:00,12.6,12.6,10,84.43,0,0,,0,0,46.1,27.2,241,1002.9,69.3,13.7,16,0.1,0,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T17:00:00,12.2,12.2,9.7,84.45,0.102,100,rain,0,0,43.3,27,233,1002.7,85.6,16.3,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T18:00:00,11.8,11.8,9.5,85.67,0,0,,0,0,42,25.7,232,1002.8,81.5,15.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T19:00:00,11.5,11.5,9.1,85.05,0,0,,0,0,42.7,28.1,235,1002.7,96.9,14.7,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T20:00:00,11.1,11.1,8.7,85.3,0.018,100,rain,0,0,44.3,29,231,1002.6,100,11,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T21:00:00,10.9,10.9,8.7,86.3,0,0,,0,0,39.6,23.1,230,1002.5,72,14.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T22:00:00,10.6,10.6,8.3,85.62,0,0,,0,0,39.1,23.5,226,1002.2,68.1,12.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-18T23:00:00,10.5,10.5,8,84.8,0,0,,0,0,38.9,22.8,236,1002,78.4,13.3,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T00:00:00,10.3,10.3,7.8,84.36,0,0,,0,0,44.4,24.7,240,1001.9,70.2,14.1,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T01:00:00,10.3,10.3,7.6,83.8,0,0,,0,0,37.7,22.3,236,1001.7,78.4,13.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T02:00:00,10.1,10.1,7.7,85.1,0,0,,0,0,41.5,24.7,235,1001.5,93.8,14.8,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T03:00:00,10.1,10.1,7.8,85.85,0.018,100,rain,0,0,42,25.5,230,1001.4,100,15.7,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T04:00:00,9.8,6.7,7.8,87.66,0,0,,0,0,39.3,24.2,235,1001.1,71.3,16.5,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T05:00:00,9.7,6.5,7.9,88.56,0.058,100,rain,0,0,38,25.7,234,1001.2,100,16.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T06:00:00,9.6,6.5,7.8,88.43,0.035,100,rain,0,0,35.8,24.5,231,1001,100,12.1,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T07:00:00,9.5,6.3,8,90.48,0.018,100,rain,0,0,39.9,25.1,231,1001.1,100,17.2,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T08:00:00,9.7,6.6,8.2,90.21,0,0,,0,0,37.7,24.8,226,1001.1,100,16.9,14,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T09:00:00,9.9,6.7,8.4,90.16,0.023,100,rain,0,0,42.4,27,231,1001.1,100,19.5,35,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T10:00:00,10.2,10.2,8.8,91.25,0.092,100,rain,0,0,37.3,25.9,223,1000.9,100,18.6,37,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T11:00:00,10.3,10.3,9.1,92.21,0.218,100,rain,0,0,34.8,23.8,220,1000.6,100,12,40,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T12:00:00,10.7,10.7,9.6,92.82,0.492,100,rain,0,0,38.6,25.1,223,1000.1,100,16.4,53,0.2,1,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T13:00:00,10.9,10.9,10.1,94.86,0.447,100,rain,0,0,35.7,24.2,230,999.9,100,12.5,47,0.2,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T14:00:00,11.3,11.3,10.6,95.6,0.686,100,rain,0,0,39.9,23.9,239,1000,100,15.7,28,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T15:00:00,11.3,11.3,10.7,96.32,0.895,100,rain,0,0,42.7,26,253,1000.2,100,21.6,29,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T16:00:00,11.2,11.2,10.3,94.13,0.513,100,rain,0,0,46.6,29.9,264,1000.9,100,21.8,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T17:00:00,10.9,10.9,10,94.33,0.199,100,rain,0,0,48.9,30.9,264,1001.8,100,28.6,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T18:00:00,10.7,10.7,9.9,95.27,0.228,100,rain,0,0,49.1,29.5,264,1002.8,100,13.4,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T19:00:00,10.3,10.3,9.5,94.29,0.058,100,rain,0,0,45.5,30.9,265,1003.7,100,22.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T20:00:00,10,6.7,9,93.84,0.113,100,rain,0,0,42.4,27.6,258,1004.4,100,16.1,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T21:00:00,9.6,6.3,8.5,92.54,0.08,100,rain,0,0,43.2,27.2,257,1005.2,100,26.4,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T22:00:00,9.3,5.8,8.1,92.21,0.045,100,rain,0,0,44.4,28.4,258,1005.6,100,23.8,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-19T23:00:00,8.9,5.5,7.7,92.06,0.059,100,rain,0,0,38.2,25.7,254,1005.8,84.6,24.3,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T00:00:00,8.6,5.1,7.1,90.6,0.023,100,rain,0,0,39.7,25.5,253,1006,100,23.7,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T01:00:00,8.3,5.2,6.3,87.36,0,0,,0,0,31.4,19.8,253,1005.8,69.1,20.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T02:00:00,7.8,4.7,5.9,87.8,0,0,,0,0,29.5,19.5,244,1005.6,57.5,21.4,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T03:00:00,7.5,4.6,5.9,89.76,0.023,100,rain,0,0,26.1,16.5,234,1005.4,85.6,20.8,0,0,0,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T04:00:00,7.3,5,5.9,90.69,0,0,,0,0,20.4,12.9,244,1005.2,100,16.8,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T05:00:00,7.3,4.7,6,91.4,0,0,,0,0,21.5,14,234,1005.3,100,15,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T06:00:00,7.1,4.7,6.2,93.52,0,0,,0,0,21,12.7,236,1005.3,89.7,16.1,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T07:00:00,7,4.2,6.3,94.99,0,0,,0,0,20.4,15.4,247,1005.8,91.8,17,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T08:00:00,6.9,4.2,6.3,95.93,0,0,,0,0,21.7,15,262,1006.4,83,14.9,19,0.1,0,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T09:00:00,7.4,4.5,6.9,96.39,0,0,,0,0,24.2,16.7,261,1006.8,100,15,134,0.5,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T10:00:00,8.4,5.8,7.5,93.64,0,0,,0,0,26.5,16.3,276,1007.3,84.6,15.6,239,0.9,2,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T11:00:00,8.9,6.2,8,94,0.09,100,rain,0,0,26.2,18.5,279,1007.6,72.2,12.9,259,0.9,3,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T12:00:00,9.6,7.2,8.6,93.8,0.107,100,rain,0,0,22.4,16.1,279,1007.6,100,19.2,148,0.5,1,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T13:00:00,9.7,7.5,9,95.6,0.035,100,rain,0,0,23.7,15.2,286,1007.8,100,19.6,116,0.4,1,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T14:00:00,10,7.6,9.1,94.1,0.053,100,rain,0,0,25.3,17.4,292,1008.1,100,27.7,35,0.1,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T15:00:00,9.6,7.4,8.6,93.56,0,0,,0,0,24.3,15.7,290,1008.4,100,37,19,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T16:00:00,9.4,7.9,8.5,94.19,0,0,,0,0,17.3,10.6,291,1009.3,100,36.2,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T17:00:00,9.1,7.2,8.5,95.75,0,0,,0,0,18.1,12.4,307,1010.3,100,32,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T18:00:00,9.1,7,8.5,96.46,0.26,100,rain,0,0,21.6,13.7,310,1011.5,100,29.8,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T19:00:00,9,6.8,8.5,96.55,0.936,100,rain,0,0,23.2,13.8,316,1012.5,100,19.6,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T20:00:00,8.8,6.9,8.4,97.13,0.125,100,rain,0,0,17.5,11.9,319,1013.2,100,17.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T21:00:00,8.8,6.9,8.5,97.89,0.088,100,rain,0,0,17.2,11.9,324,1013.9,100,24.9,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T22:00:00,9,6.7,8.5,96.67,0.053,100,rain,0,0,22.8,15.2,345,1014.9,100,27.5,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-20T23:00:00,8.6,5.9,7.7,94.16,0.199,100,rain,0,0,26.5,17.8,348,1015.8,100,20.1,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T00:00:00,8.4,5.3,7,90.89,0,0,,0,0,36.7,20.6,350,1016.7,100,54,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T01:00:00,8.1,5.3,6.2,87.8,0,0,,0,0,30.5,17.6,349,1017.7,100,56.5,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T02:00:00,7.9,4.8,5.6,85.44,0,0,,0,0,32.8,19.4,337,1018.4,100,57.2,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T03:00:00,7.8,4.6,5.5,85.54,0,0,,0,0,30.9,19.5,329,1019,100,54.8,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T04:00:00,7.8,4.6,5.7,86.35,0,0,,0,0,35.6,20.7,329,1019.7,100,57.2,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T05:00:00,7.6,4.2,6.1,90.56,0,0,,0,0,33.7,20.9,340,1020.7,100,37.4,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T06:00:00,7.3,3.5,6.5,94.72,0.035,100,rain,0,0,35.1,24.7,347,1021.6,100,21,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T07:00:00,7.3,3.4,6.5,94.68,0.069,100,rain,0,0,38.9,25.5,359,1022.4,100,22.2,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T08:00:00,7.3,3.7,6.3,93.17,0.068,100,rain,0,0,36.5,22.6,7,1023.8,100,27.7,7,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T09:00:00,7.2,3.6,5.7,90.3,0,0,,0,0,32.7,22.8,7,1025.1,100,31.8,39,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T10:00:00,7.4,4.4,5.3,86.4,0,0,,0,0,29.8,17.8,360,1025.9,84.9,40.4,132,0.5,1,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T11:00:00,7.7,4.3,5.1,83.45,0.023,100,rain,0,0,31.8,21.9,13,1026.6,91.6,35.3,127,0.5,1,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T12:00:00,7.6,4.4,5.3,85.64,0,0,,0,0,27.5,19.3,11,1027,67.7,38.4,104,0.4,1,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T13:00:00,7.6,5.3,5.4,86.15,0.09,100,rain,0,0,20.2,12.6,5,1027.3,68.2,42.4,360,1.3,4,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T14:00:00,7.7,5,5,82.83,0,0,,0,0,23.2,15.6,356,1028,84.6,44.9,123,0.4,1,,Partially cloudy,partly-cloudy-day,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T15:00:00,7.3,4.9,4.8,84.66,0,0,,0,0,18.8,12.6,355,1028.4,100,44,18,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T16:00:00,6.7,4.9,4.5,85.97,0,0,,0,0,14,8.7,340,1029.1,100,41,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T17:00:00,6.2,4.2,4.1,86.92,0,0,,0,0,12.6,9.2,346,1029.8,100,41.2,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T18:00:00,5.7,3.9,4,89.05,0,0,,0,0,11,8,337,1030.1,98.3,34.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T19:00:00,5,3.7,3.7,91.5,0,0,,0,0,9,6.1,318,1030.5,100,30.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T20:00:00,5,3.8,3.6,90.52,0,0,,0,0,8.5,5.9,301,1031,100,31.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T21:00:00,5,3.8,3.4,89.06,0,0,,0,0,7.9,5.9,264,1031.1,100,25.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T22:00:00,4.9,3.3,3.3,89.45,0,0,,0,0,10.7,7,240,1031.2,81.5,23.8,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-21T23:00:00,5,2.7,3.6,90.51,0,0,,0,0,13.2,10,236,1031,96.8,23.7,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T00:00:00,5.1,2.8,4,92.7,0,0,,0,0,15.9,9.8,247,1030.9,100,16,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T01:00:00,5.3,2.9,4.1,91.63,0,0,,0,0,15.7,10.9,246,1030.5,100,22.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T02:00:00,5.4,2.2,4.3,92.33,0,0,,0,0,21.8,15.6,242,1030,100,17,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T03:00:00,5.8,2.3,4.6,91.66,0,0,,0,0,28.3,18.9,251,1029.8,100,18.3,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T04:00:00,6,2.6,4.7,91.14,0,0,,0,0,24.6,18.2,248,1029.3,100,24.2,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T05:00:00,6.3,3.1,4.8,89.87,0,0,,0,0,25.8,17.4,246,1028.8,100,29,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T06:00:00,6.3,3.5,4.7,89.55,0,0,,0,0,22.2,13.7,246,1028.7,100,28.8,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T07:00:00,6.5,3.1,5.2,91.56,0.18,100,rain,0,0,31.5,18.9,242,1028.6,97.9,26.7,0,0,0,,"Rain, Overcast",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T08:00:00,6.9,3.3,5.8,93.04,0,0,,0,0,32.6,21.5,247,1028.3,100,25.2,3,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T09:00:00,7.2,3.5,6.2,93.34,0,0,,0,0,33.6,24,244,1028,100,24.8,49,0.2,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T10:00:00,7.6,3.8,6.6,93.36,0.023,100,rain,0,0,39.5,26,249,1028,78.4,18,51,0.2,1,,"Rain, Partially cloudy",rain,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T11:00:00,8.2,4.7,7.4,94.66,0,0,,0,0,35.9,24,253,1027.5,100,20.5,70,0.3,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T12:00:00,8.9,5.4,8.1,94.95,0,0,,0,0,42.1,27.2,261,1026.7,100,32,92,0.3,1,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T13:00:00,9.7,6,8.8,93.94,0,0,,0,0,49.9,34.5,275,1026.1,100,36.4,37,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T14:00:00,10.1,10.1,8.7,91.44,0,0,,0,0,50.7,31.6,274,1025.8,100,39,26,0.1,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T15:00:00,10.2,10.2,8.6,89.51,0,0,,0,0,41.9,26.3,271,1025.3,100,43.4,12,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T16:00:00,10.2,10.2,8.4,88.63,0,0,,0,0,51.4,32.6,278,1025.4,100,48.5,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T17:00:00,10.2,10.2,8.7,90.62,0,0,,0,0,46.4,28.6,282,1025.4,100,42,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T18:00:00,10.2,10.2,8.7,90.38,0,0,,0,0,41.6,26.3,279,1025.4,90.1,49.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T19:00:00,10.4,10.4,8.8,90,0,0,,0,0,37.1,24.3,271,1025.3,100,43.6,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T20:00:00,10.5,10.5,9,90.61,0,0,,0,0,50.2,29.4,274,1025.2,100,40.9,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T21:00:00,10.5,10.5,8.8,89.15,0,0,,0,0,52.2,34,272,1024.9,98.3,42.1,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T22:00:00,10.6,10.6,9,89.8,0,0,,0,0,53.9,34.8,274,1024.8,83.2,42.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
sheffield,2023-11-22T23:00:00,10.6,10.6,9.1,89.99,0,0,,0,0,58.4,40.6,283,1024.6,98.3,40.9,0,0,0,,Overcast,cloudy,"D3696,03346099999,03330099999,03344099999,03354099999,03351099999"
